CODIGO_COMUNA_RESIDENCIA,Year,Quarter,Mortality_Count
5705,2016,1,16
5705,2016,2,17
5705,2016,3,18
5705,2016,4,18
5705,2017,1,12
5705,2017,2,25
5705,2017,3,23
5705,2017,4,20
5705,2018,1,9
5705,2018,2,18
5705,2018,3,20
5705,2018,4,15
5705,2019,1,12
5705,2019,2,17
5705,2019,3,17
5705,2019,4,25
5706,2015,1,8
5706,2015,2,9
5706,2015,3,11
5706,2015,4,15
5706,2016,1,10
5706,2016,2,15
5706,2016,3,11
5706,2016,4,10
5706,2017,1,16
5706,2017,2,12
5706,2017,3,17
5706,2017,4,13
5706,2018,1,7
5706,2018,2,11
5706,2018,3,19
5706,2018,4,7
5706,2019,1,13
5706,2019,2,17
5706,2019,3,14
5706,2019,4,13
5801,2015,1,131
5801,2015,2,155
5801,2015,3,198
5801,2015,4,154
5801,2016,1,156
5801,2016,2,186
5801,2016,3,228
5801,2016,4,142
5801,2017,1,153
5801,2017,2,185
5801,2017,3,191
5801,2017,4,161
5801,2018,1,150
5801,2018,2,193
5801,2018,3,242
5801,2018,4,182
5801,2019,1,152
5801,2019,2,187
5801,2019,3,217
5801,2019,4,191
5802,2015,1,48
5802,2015,2,58
5802,2015,3,64
5802,2015,4,67
5802,2016,1,45
5802,2016,2,64
5802,2016,3,58
5802,2016,4,50
5802,2017,1,43
5802,2017,2,59
5802,2017,3,73
5802,2017,4,59
5802,2018,1,46
5802,2018,2,49
5802,2018,3,68
5802,2018,4,58
5802,2019,1,52
5802,2019,2,80
5802,2019,3,74
5802,2019,4,41
5803,2015,1,15
5803,2015,2,18
5803,2015,3,20
5803,2015,4,14
5803,2016,1,11
5803,2016,2,14
5803,2016,3,21
5803,2016,4,12
5803,2017,1,11
5803,2017,2,14
5803,2017,3,18
5803,2017,4,15
5803,2018,1,9
5803,2018,2,11
5803,2018,3,28
5803,2018,4,13
5803,2019,1,13
5803,2019,2,24
5803,2019,3,21
5803,2019,4,8
5804,2015,1,101
5804,2015,2,126
5804,2015,3,145
5804,2015,4,110
5804,2016,1,118
5804,2016,2,108
5804,2016,3,139
5804,2016,4,105
5804,2017,1,98
5804,2017,2,115
5804,2017,3,139
5804,2017,4,137
5804,2018,1,116
5804,2018,2,117
5804,2018,3,162
5804,2018,4,123
5804,2019,1,97
5804,2019,2,141
5804,2019,3,144
5804,2019,4,131
6101,2015,1,137
6101,2015,2,189
6101,2015,3,198
6101,2015,4,169
6101,2016,1,152
6101,2016,2,174
6101,2016,3,204
6101,2016,4,168
6101,2017,1,150
6101,2017,2,179
6101,2017,3,223
6101,2017,4,163
6101,2018,1,166
6101,2018,2,188
6101,2018,3,225
6101,2018,4,181
6101,2019,1,169
6101,2019,2,199
6101,2019,3,220
6101,2019,4,171
6102,2015,1,7
6102,2015,2,8
6102,2015,3,12
6102,2015,4,9
6102,2016,1,9
6102,2016,2,10
6102,2016,3,7
6102,2016,4,9
6102,2017,1,9
6102,2017,2,7
6102,2017,3,12
6102,2017,4,4
6102,2018,1,6
6102,2018,2,8
6102,2018,3,11
6102,2018,4,7
6102,2019,1,10
6102,2019,2,5
6102,2019,3,8
6102,2019,4,7
6103,2015,1,2
6103,2015,2,6
6103,2015,3,2
6103,2015,4,6
6103,2016,1,3
6103,2016,2,5
6103,2016,3,4
6103,2016,4,7
6103,2017,1,3
6103,2017,2,11
6103,2017,3,6
6103,2017,4,10
6103,2018,1,9
6103,2018,2,8
6103,2018,3,7
6103,2018,4,6
6103,2019,1,7
6103,2019,2,7
6103,2019,3,9
6103,2019,4,4
6104,2015,1,9
6104,2015,2,15
6104,2015,3,21
6104,2015,4,19
6104,2016,1,14
6104,2016,2,16
6104,2016,3,19
6104,2016,4,23
6104,2017,1,10
6104,2017,2,10
6104,2017,3,22
6104,2017,4,18
6104,2018,1,22
6104,2018,2,16
6104,2018,3,29
6104,2018,4,8
6104,2019,1,8
6104,2019,2,19
6104,2019,3,14
6104,2019,4,18
6105,2015,1,9
6105,2015,2,19
6105,2015,3,11
6105,2015,4,14
6105,2016,1,14
6105,2016,2,17
6105,2016,3,6
6105,2016,4,15
6105,2017,1,12
6105,2017,2,11
6105,2017,3,11
6105,2017,4,15
6105,2018,1,9
6105,2018,2,14
6105,2018,3,14
6105,2018,4,14
6105,2019,1,10
6105,2019,2,20
6105,2019,3,20
6105,2019,4,13
6106,2015,1,13
6106,2015,2,22
6106,2015,3,26
6106,2015,4,16
6106,2016,1,21
6106,2016,2,24
6106,2016,3,28
6106,2016,4,22
6106,2017,1,20
6106,2017,2,19
6106,2017,3,23
6106,2017,4,11
6106,2018,1,15
6106,2018,2,29
6106,2018,3,17
6106,2018,4,25
6106,2019,1,20
6106,2019,2,21
6106,2019,3,23
6106,2019,4,20
6107,2015,1,17
6107,2015,2,20
6107,2015,3,24
6107,2015,4,20
6107,2016,1,15
6107,2016,2,16
6107,2016,3,23
6107,2016,4,14
6107,2017,1,20
6107,2017,2,14
6107,2017,3,29
6107,2017,4,21
6107,2018,1,21
6107,2018,2,16
6107,2018,3,23
6107,2018,4,23
6107,2019,1,21
6107,2019,2,22
6107,2019,3,20
6107,2019,4,17
6108,2015,1,16
6108,2015,2,14
6108,2015,3,29
6108,2015,4,20
6108,2016,1,21
6108,2016,2,35
6108,2016,3,26
6108,2016,4,25
6108,2017,1,19
6108,2017,2,20
6108,2017,3,27
6108,2017,4,29
6108,2018,1,17
6108,2018,2,29
6108,2018,3,38
6108,2018,4,24
6108,2019,1,22
6108,2019,2,23
6108,2019,3,36
6108,2019,4,33
6109,2015,1,11
6109,2015,2,10
6109,2015,3,16
6109,2015,4,13
6109,2016,1,5
6109,2016,2,16
6109,2016,3,10
6109,2016,4,10
6109,2017,1,12
6109,2017,2,14
6109,2017,3,13
6109,2017,4,7
6109,2018,1,7
6109,2018,2,15
6109,2018,3,13
6109,2018,4,13
6109,2019,1,8
6109,2019,2,18
6109,2019,3,17
6109,2019,4,9
6110,2015,1,12
6110,2015,2,13
6110,2015,3,16
6110,2015,4,19
6110,2016,1,22
6110,2016,2,20
6110,2016,3,18
6110,2016,4,18
6110,2017,1,18
6110,2017,2,17
6110,2017,3,25
6110,2017,4,7
6110,2018,1,16
6110,2018,2,16
6110,2018,3,21
6110,2018,4,22
6110,2019,1,13
6110,2019,2,22
6110,2019,3,18
6110,2019,4,13
6111,2015,1,9
6111,2015,2,13
6111,2015,3,16
6111,2015,4,6
6111,2016,1,6
6111,2016,2,5
6111,2016,3,10
6111,2016,4,5
6111,2017,1,6
6111,2017,2,8
6111,2017,3,13
6111,2017,4,5
6111,2018,1,11
6111,2018,2,11
6111,2018,3,15
6111,2018,4,6
6111,2019,1,4
6111,2019,2,8
6111,2019,3,14
6111,2019,4,8
6112,2015,1,7
6112,2015,2,12
6112,2015,3,12
6112,2015,4,10
6112,2016,1,10
6112,2016,2,14
6112,2016,3,17
6112,2016,4,22
6112,2017,1,6
6112,2017,2,14
6112,2017,3,15
6112,2017,4,24
6112,2018,1,10
6112,2018,2,6
6112,2018,3,17
6112,2018,4,5
6112,2019,1,11
6112,2019,2,10
6112,2019,3,14
6112,2019,4,12
6113,2015,1,12
6113,2015,2,20
6113,2015,3,24
6113,2015,4,17
6113,2016,1,12
6113,2016,2,20
6113,2016,3,26
6113,2016,4,13
6113,2017,1,22
6113,2017,2,22
6113,2017,3,15
6113,2017,4,16
6113,2018,1,12
6113,2018,2,21
6113,2018,3,24
6113,2018,4,13
6113,2019,1,10
6113,2019,2,20
6113,2019,3,18
6113,2019,4,23
6114,2015,1,10
6114,2015,2,8
6114,2015,3,14
6114,2015,4,10
6114,2016,1,10
6114,2016,2,13
6114,2016,3,13
6114,2016,4,4
6114,2017,1,10
6114,2017,2,9
6114,2017,3,10
6114,2017,4,8
6114,2018,1,4
6114,2018,2,15
6114,2018,3,15
6114,2018,4,6
6114,2019,1,6
6114,2019,2,6
6114,2019,3,14
6114,2019,4,12
6115,2015,1,39
6115,2015,2,37
6115,2015,3,45
6115,2015,4,38
6115,2016,1,37
6115,2016,2,50
6115,2016,3,49
6115,2016,4,62
6115,2017,1,42
6115,2017,2,49
6115,2017,3,40
6115,2017,4,40
6115,2018,1,33
6115,2018,2,42
6115,2018,3,51
6115,2018,4,48
6115,2019,1,39
6115,2019,2,52
6115,2019,3,64
6115,2019,4,33
6116,2015,1,14
6116,2015,2,11
6116,2015,3,16
6116,2015,4,13
6116,2016,1,11
6116,2016,2,13
6116,2016,3,15
6116,2016,4,9
6116,2017,1,12
6116,2017,2,16
6116,2017,3,14
6116,2017,4,15
6116,2018,1,15
6116,2018,2,13
6116,2018,3,16
6116,2018,4,18
6116,2019,1,15
6116,2019,2,21
6116,2019,3,17
6116,2019,4,22
6117,2015,1,26
6117,2015,2,30
6117,2015,3,39
6117,2015,4,34
6117,2016,1,33
6117,2016,2,28
6117,2016,3,53
6117,2016,4,41
6117,2017,1,30
6117,2017,2,42
6117,2017,3,58
6117,2017,4,35
6117,2018,1,26
6117,2018,2,31
6117,2018,3,54
6117,2018,4,37
6117,2019,1,39
6117,2019,2,48
6117,2019,3,60
6117,2019,4,32
6201,2015,1,9
6201,2015,2,12
6201,2015,3,15
6201,2015,4,6
6201,2016,1,7
6201,2016,2,17
6201,2016,3,13
6201,2016,4,13
6201,2017,1,3
6201,2017,2,14
6201,2017,3,13
6201,2017,4,13
6201,2018,1,13
6201,2018,2,16
6201,2018,3,8
6201,2018,4,20
6201,2019,1,11
6201,2019,2,9
6201,2019,3,9
6201,2019,4,16
6202,2015,1,4
6202,2015,2,3
6202,2015,3,7
6202,2015,4,1
6202,2016,1,2
6202,2016,2,5
6202,2016,3,4
6202,2016,4,4
6202,2017,1,6
6202,2017,2,4
6202,2017,3,5
6202,2017,4,2
6202,2018,1,1
6202,2018,2,4
6202,2018,3,3
6202,2018,4,3
6202,2019,1,7
6202,2019,2,1
6202,2019,3,7
6202,2019,4,4
6203,2015,1,7
6203,2015,2,4
6203,2015,3,1
6203,2015,4,8
6203,2016,1,5
6203,2016,2,5
6203,2016,3,9
6203,2016,4,4
6203,2017,1,7
6203,2017,2,5
6203,2017,3,8
6203,2017,4,4
6203,2018,1,5
6203,2018,2,5
6203,2018,3,5
6203,2018,4,2
6203,2019,1,7
6203,2019,2,6
6203,2019,3,8
6203,2019,4,10
6204,2015,1,9
6204,2015,2,7
6204,2015,3,8
6204,2015,4,4
6204,2016,1,5
6204,2016,2,10
6204,2016,3,8
6204,2016,4,8
6204,2017,1,7
6204,2017,2,8
6204,2017,3,6
6204,2017,4,9
6204,2018,1,7
6204,2018,2,11
6204,2018,3,7
6204,2018,4,4
6204,2019,1,8
6204,2019,2,10
6204,2019,3,6
6204,2019,4,5
6205,2015,1,5
6205,2015,2,7
6205,2015,3,10
6205,2015,4,9
6205,2016,1,9
6205,2016,2,8
6205,2016,3,7
6205,2016,4,12
6205,2017,1,3
6205,2017,2,5
6205,2017,3,4
6205,2017,4,5
6205,2018,1,7
6205,2018,2,7
6205,2018,3,8
6205,2018,4,8
6205,2019,1,7
6205,2019,2,13
6205,2019,3,10
6205,2019,4,11
6206,2015,1,9
6206,2015,2,9
6206,2015,3,11
6206,2015,4,4
6206,2016,1,4
6206,2016,2,10
6206,2016,3,9
6206,2016,4,10
6206,2017,1,5
6206,2017,2,8
6206,2017,3,10
6206,2017,4,10
6206,2018,1,7
6206,2018,2,7
6206,2018,3,7
6206,2018,4,7
6206,2019,1,7
6206,2019,2,8
6206,2019,3,5
6206,2019,4,10
6301,2015,1,47
6301,2015,2,58
6301,2015,3,72
6301,2015,4,62
6301,2016,1,53
6301,2016,2,60
6301,2016,3,79
6301,2016,4,49
6301,2017,1,51
6301,2017,2,49
6301,2017,3,78
6301,2017,4,51
6301,2018,1,41
6301,2018,2,58
6301,2018,3,72
6301,2018,4,49
6301,2019,1,41
6301,2019,2,77
6301,2019,3,84
6301,2019,4,55
6302,2015,1,11
6302,2015,2,22
6302,2015,3,19
6302,2015,4,23
6302,2016,1,17
6302,2016,2,16
6302,2016,3,17
6302,2016,4,18
6302,2017,1,12
6302,2017,2,25
6302,2017,3,20
6302,2017,4,16
6302,2018,1,12
6302,2018,2,13
6302,2018,3,19
6302,2018,4,9
6302,2019,1,19
6302,2019,2,12
6302,2019,3,23
6302,2019,4,21
6303,2015,1,18
6303,2015,2,26
6303,2015,3,44
6303,2015,4,18
6303,2016,1,25
6303,2016,2,30
6303,2016,3,33
6303,2016,4,28
6303,2017,1,19
6303,2017,2,26
6303,2017,3,29
6303,2017,4,17
6303,2018,1,21
6303,2018,2,21
6303,2018,3,26
6303,2018,4,18
6303,2019,1,27
6303,2019,2,36
6303,2019,3,43
6303,2019,4,38
6304,2015,1,5
6304,2015,2,4
6304,2015,3,13
6304,2015,4,5
6304,2016,1,5
6304,2016,2,7
6304,2016,3,10
6304,2016,4,13
6304,2017,1,5
6304,2017,2,5
6304,2017,3,8
6304,2017,4,7
6304,2018,1,6
6304,2018,2,8
6304,2018,3,5
6304,2018,4,8
6304,2019,1,8
6304,2019,2,9
6304,2019,3,6
6304,2019,4,7
6305,2015,1,19
6305,2015,2,9
6305,2015,3,14
6305,2015,4,14
6305,2016,1,19
6305,2016,2,15
6305,2016,3,16
6305,2016,4,15
6305,2017,1,17
6305,2017,2,17
6305,2017,3,18
6305,2017,4,16
6305,2018,1,9
6305,2018,2,24
6305,2018,3,9
6305,2018,4,16
6305,2019,1,13
6305,2019,2,19
6305,2019,3,14
6305,2019,4,17
6306,2015,1,8
6306,2015,2,8
6306,2015,3,9
6306,2015,4,14
6306,2016,1,3
6306,2016,2,8
6306,2016,3,15
6306,2016,4,5
6306,2017,1,13
6306,2017,2,9
6306,2017,3,13
6306,2017,4,10
6306,2018,1,9
6306,2018,2,10
6306,2018,3,9
6306,2018,4,9
6306,2019,1,11
6306,2019,2,7
6306,2019,3,7
6306,2019,4,7
6307,2015,1,8
6307,2015,2,9
6307,2015,3,4
6307,2015,4,6
6307,2016,1,8
6307,2016,2,8
6307,2016,3,16
6307,2016,4,9
6307,2017,1,6
6307,2017,2,12
6307,2017,3,9
6307,2017,4,13
6307,2018,1,6
6307,2018,2,13
6307,2018,3,5
6307,2018,4,11
6307,2019,1,10
6307,2019,2,9
6307,2019,3,18
6307,2019,4,6
6308,2015,1,5
6308,2015,2,6
6308,2015,3,5
6308,2015,4,8
6308,2016,1,6
6308,2016,2,4
6308,2016,3,10
6308,2016,4,12
6308,2017,1,8
6308,2017,2,7
6308,2017,3,7
6308,2017,4,5
6308,2018,1,6
6308,2018,2,9
6308,2018,3,7
6308,2018,4,10
6308,2019,1,9
6308,2019,2,9
6308,2019,3,13
6308,2019,4,16
6309,2015,1,5
6309,2015,2,7
6309,2015,3,7
6309,2015,4,4
6309,2016,2,6
6309,2016,3,5
6309,2016,4,6
6309,2017,1,1
6309,2017,2,2
6309,2017,3,6
6309,2017,4,1
6309,2018,1,5
6309,2018,2,7
6309,2018,3,4
6309,2018,4,5
6309,2019,1,3
6309,2019,2,4
6309,2019,3,7
6310,2015,1,27
6310,2015,2,43
6310,2015,3,45
6310,2015,4,31
6310,2016,1,28
6310,2016,2,41
6310,2016,3,41
6310,2016,4,30
6310,2017,1,39
6310,2017,2,39
6310,2017,3,29
6310,2017,4,27
6310,2018,1,36
6310,2018,2,42
6310,2018,3,42
6310,2018,4,31
6310,2019,1,30
6310,2019,2,45
6310,2019,3,29
6310,2019,4,36
7101,2015,1,153
7101,2015,2,180
7101,2015,3,209
7101,2015,4,147
7101,2016,1,148
7101,2016,2,188
7101,2016,3,215
7101,2016,4,142
7101,2017,1,147
7101,2017,2,200
7101,2017,3,212
7101,2017,4,169
7101,2018,1,141
7101,2018,2,177
7101,2018,3,235
7101,2018,4,165
7101,2019,1,136
7101,2019,2,195
7101,2019,3,220
7101,2019,4,166
7102,2015,1,29
7102,2015,2,30
7102,2015,3,30
7102,2015,4,30
7102,2016,1,23
7102,2016,2,31
7102,2016,3,41
7102,2016,4,27
7102,2017,1,16
7102,2017,2,31
7102,2017,3,30
7102,2017,4,33
7102,2018,1,24
7102,2018,2,31
7102,2018,3,26
7102,2018,4,38
7102,2019,1,31
7102,2019,2,33
7102,2019,3,46
7102,2019,4,35
7103,2015,1,15
7103,2015,2,10
7103,2015,3,11
7103,2015,4,11
7103,2016,1,15
7103,2016,2,8
7103,2016,3,11
7103,2016,4,13
7103,2017,1,13
7103,2017,2,18
7103,2017,3,14
7103,2017,4,20
7103,2018,1,15
7103,2018,2,9
7103,2018,3,16
7103,2018,4,19
7103,2019,1,3
7103,2019,2,17
7103,2019,3,11
7103,2019,4,7
7104,2015,1,4
7104,2015,2,2
7104,2015,3,1
7104,2015,4,2
7104,2016,1,1
7104,2016,2,3
7104,2016,3,7
7104,2016,4,3
7104,2017,1,2
7104,2017,2,5
7104,2017,3,3
7104,2018,1,5
7104,2018,2,1
7104,2018,3,7
7104,2018,4,2
7104,2019,2,2
7104,2019,3,2
7104,2019,4,4
7105,2015,1,13
7105,2015,2,16
7105,2015,3,19
7105,2015,4,12
7105,2016,1,13
7105,2016,2,13
7105,2016,3,18
7105,2016,4,18
7105,2017,1,9
7105,2017,2,20
7105,2017,3,14
7105,2017,4,8
7105,2018,1,18
7105,2018,2,19
7105,2018,3,20
7105,2018,4,17
7105,2019,1,12
7105,2019,2,25
7105,2019,3,25
7105,2019,4,23
7106,2015,1,4
7106,2015,2,7
7106,2015,3,6
7106,2015,4,7
7106,2016,1,7
7106,2016,2,5
7106,2016,3,6
7106,2016,4,6
7106,2017,1,4
7106,2017,2,12
7106,2017,3,12
7106,2017,4,5
7106,2018,1,5
7106,2018,2,6
7106,2018,3,15
7106,2018,4,12
7106,2019,1,5
7106,2019,2,7
7106,2019,3,12
7106,2019,4,2
7107,2015,1,5
7107,2015,2,6
7107,2015,3,4
7107,2015,4,9
7107,2016,1,8
7107,2016,2,5
7107,2016,3,4
7107,2016,4,6
7107,2017,1,6
7107,2017,2,6
7107,2017,3,5
7107,2017,4,7
7107,2018,1,8
7107,2018,2,10
7107,2018,3,6
7107,2018,4,11
7107,2019,1,4
7107,2019,2,10
7107,2019,3,16
7107,2019,4,10
7108,2015,1,11
7108,2015,2,5
7108,2015,3,18
7108,2015,4,11
7108,2016,1,6
7108,2016,2,9
7108,2016,3,8
7108,2016,4,11
7108,2017,1,8
7108,2017,2,13
7108,2017,3,10
7108,2017,4,13
7108,2018,1,7
7108,2018,2,16
7108,2018,3,13
7108,2018,4,7
7108,2019,1,8
7108,2019,2,12
7108,2019,3,11
7108,2019,4,12
7109,2015,1,18
7109,2015,2,29
7109,2015,3,31
7109,2015,4,24
7109,2016,1,30
7109,2016,2,28
7109,2016,3,32
7109,2016,4,30
7109,2017,1,24
7109,2017,2,23
7109,2017,3,40
7109,2017,4,28
7109,2018,1,23
7109,2018,2,34
7109,2018,3,34
7109,2018,4,37
7109,2019,1,41
7109,2019,2,30
7109,2019,3,35
7109,2019,4,37
7110,2015,1,7
7110,2015,2,7
7110,2015,3,14
7110,2015,4,7
7110,2016,1,6
7110,2016,2,8
7110,2016,3,12
7110,2016,4,7
7110,2017,1,4
7110,2017,2,4
7110,2017,3,9
7110,2017,4,3
7110,2018,1,5
7110,2018,2,4
7110,2018,3,4
7110,2018,4,10
7110,2019,1,6
7110,2019,2,8
7110,2019,3,11
7110,2019,4,9
7201,2015,1,47
7201,2015,2,52
7201,2015,3,47
7201,2015,4,61
7201,2016,1,41
7201,2016,2,56
7201,2016,3,80
7201,2016,4,50
7201,2017,1,60
7201,2017,2,54
7201,2017,3,68
7201,2017,4,47
7201,2018,1,46
7201,2018,2,44
7201,2018,3,58
7201,2018,4,47
7201,2019,1,48
7201,2019,2,44
7201,2019,3,52
7201,2019,4,64
7202,2015,1,11
7202,2015,2,4
7202,2015,3,12
7202,2015,4,10
7202,2016,1,8
7202,2016,2,7
7202,2016,3,7
7202,2016,4,10
7202,2017,1,17
7202,2017,2,18
7202,2017,3,11
7202,2017,4,9
7202,2018,1,7
7202,2018,2,14
7202,2018,3,13
7202,2018,4,8
7202,2019,1,8
7202,2019,2,12
7202,2019,3,13
7202,2019,4,9
7203,2015,1,4
7203,2015,2,5
7203,2015,3,11
7203,2015,4,6
7203,2016,1,3
7203,2016,2,8
7203,2016,3,5
7203,2016,4,6
7203,2017,1,2
7203,2017,2,9
7203,2017,3,6
7203,2017,4,8
7203,2018,1,6
7203,2018,2,4
7203,2018,3,7
7203,2018,4,4
7203,2019,1,7
7203,2019,2,6
7203,2019,3,7
7203,2019,4,4
7301,2015,1,77
7301,2015,2,88
7301,2015,3,117
7301,2015,4,107
7301,2016,1,96
7301,2016,2,120
7301,2016,3,124
7301,2016,4,112
7301,2017,1,69
7301,2017,2,134
7301,2017,3,121
7301,2017,4,114
7301,2018,1,112
7301,2018,2,122
7301,2018,3,160
7301,2018,4,117
7301,2019,1,100
7301,2019,2,132
7301,2019,3,135
7301,2019,4,104
7302,2015,1,13
7302,2015,2,7
7302,2015,3,9
7302,2015,4,3
7302,2016,1,5
7302,2016,2,5
7302,2016,3,17
7302,2016,4,6
7302,2017,1,9
7302,2017,2,19
7302,2017,3,16
7302,2017,4,6
7302,2018,1,14
7302,2018,2,13
7302,2018,3,14
7302,2018,4,13
7302,2019,1,9
7302,2019,2,8
7302,2019,3,10
7302,2019,4,9
7303,2015,1,5
7303,2015,2,4
7303,2015,3,11
7303,2015,4,4
7303,2016,1,11
7303,2016,2,7
7303,2016,3,8
7303,2016,4,10
7303,2017,1,6
7303,2017,2,8
7303,2017,3,13
7303,2017,4,9
7303,2018,1,7
7303,2018,2,5
7303,2018,3,15
7303,2018,4,9
7303,2019,1,9
7303,2019,2,5
7303,2019,3,8
7303,2019,4,10
7304,2015,1,37
7304,2015,2,50
7304,2015,3,54
7304,2015,4,39
7304,2016,1,40
7304,2016,2,33
7304,2016,3,34
7304,2016,4,29
7304,2017,1,35
7304,2017,2,54
7304,2017,3,50
7304,2017,4,57
7304,2018,1,34
7304,2018,2,41
7304,2018,3,30
7304,2018,4,30
7304,2019,1,40
7304,2019,2,57
7304,2019,3,39
7304,2019,4,33
7305,2015,1,7
7305,2015,2,11
7305,2015,3,7
7305,2015,4,6
7305,2016,1,5
7305,2016,2,11
7305,2016,3,15
7305,2016,4,14
7305,2017,1,9
7305,2017,2,9
7305,2017,3,13
7305,2017,4,8
7305,2018,1,12
7305,2018,2,9
7305,2018,3,13
7305,2018,4,11
7305,2019,1,6
7305,2019,2,13
7305,2019,3,18
7305,2019,4,5
7306,2015,1,12
7306,2015,2,12
7306,2015,3,18
7306,2015,4,17
7306,2016,1,5
7306,2016,2,11
7306,2016,3,14
7306,2016,4,7
7306,2017,1,2
7306,2017,2,6
7306,2017,3,15
7306,2017,4,17
7306,2018,1,5
7306,2018,2,12
7306,2018,3,18
7306,2018,4,11
7306,2019,1,8
7306,2019,2,25
7306,2019,3,13
7306,2019,4,6
7307,2015,1,15
7307,2015,2,17
7307,2015,3,19
7307,2015,4,18
7307,2016,1,15
7307,2016,2,12
7307,2016,3,12
7307,2016,4,11
7307,2017,1,8
7307,2017,2,15
7307,2017,3,9
7307,2017,4,17
7307,2018,1,12
7307,2018,2,13
7307,2018,3,26
7307,2018,4,15
7307,2019,1,8
7307,2019,2,19
7307,2019,3,15
7307,2019,4,13
7308,2015,1,18
7308,2015,2,19
7308,2015,3,24
7308,2015,4,24
7308,2016,1,29
7308,2016,2,22
7308,2016,3,27
7308,2016,4,29
7308,2017,1,18
7308,2017,2,29
7308,2017,3,32
7308,2017,4,24
7308,2018,1,25
7308,2018,2,20
7308,2018,3,29
7308,2018,4,27
7308,2019,1,21
7308,2019,2,25
7308,2019,3,30
7308,2019,4,36
7309,2015,1,4
7309,2015,2,3
7309,2015,3,6
7309,2015,4,6
7309,2016,1,4
7309,2016,2,5
7309,2016,3,3
7309,2016,4,2
7309,2017,1,3
7309,2017,2,4
7309,2017,3,4
7309,2017,4,6
7309,2018,1,5
7309,2018,2,6
7309,2018,3,6
7309,2018,4,4
7309,2019,1,4
7309,2019,2,4
7309,2019,3,3
7309,2019,4,1
7401,2015,1,72
7401,2015,2,86
7401,2015,3,87
7401,2015,4,68
7401,2016,1,72
7401,2016,2,89
7401,2016,3,98
7401,2016,4,78
7401,2017,1,75
7401,2017,2,107
7401,2017,3,94
7401,2017,4,76
7401,2018,1,78
7401,2018,2,98
7401,2018,3,104
7401,2018,4,77
7401,2019,1,71
7401,2019,2,71
7401,2019,3,94
7401,2019,4,93
7402,2015,1,14
7402,2015,2,18
7402,2015,3,22
7402,2015,4,16
7402,2016,1,13
7402,2016,2,14
7402,2016,3,23
7402,2016,4,16
7402,2017,1,15
7402,2017,2,24
7402,2017,3,23
7402,2017,4,11
7402,2018,1,18
7402,2018,2,23
7402,2018,3,16
7402,2018,4,19
7402,2019,1,16
7402,2019,2,19
7402,2019,3,15
7402,2019,4,13
7403,2015,1,26
7403,2015,2,15
7403,2015,3,19
7403,2015,4,18
7403,2016,1,26
7403,2016,2,37
7403,2016,3,27
7403,2016,4,23
7403,2017,1,19
7403,2017,2,20
7403,2017,3,28
7403,2017,4,24
7403,2018,1,19
7403,2018,2,31
7403,2018,3,29
7403,2018,4,22
7403,2019,1,18
7403,2019,2,27
7403,2019,3,39
7403,2019,4,21
7404,2015,1,26
7404,2015,2,33
7404,2015,3,32
7404,2015,4,39
7404,2016,1,23
7404,2016,2,33
7404,2016,3,35
7404,2016,4,32
7404,2017,1,40
7404,2017,2,34
7404,2017,3,44
7404,2017,4,45
7404,2018,1,40
7404,2018,2,32
7404,2018,3,63
7404,2018,4,34
7404,2019,1,35
7404,2019,2,45
7404,2019,3,49
7404,2019,4,50
7405,2015,1,12
7405,2015,2,18
7405,2015,3,21
7405,2015,4,22
7405,2016,1,13
7405,2016,2,19
7405,2016,3,27
7405,2016,4,12
7405,2017,1,9
7405,2017,2,27
7405,2017,3,20
7405,2017,4,15
7405,2018,1,18
7405,2018,2,20
7405,2018,3,28
7405,2018,4,15
7405,2019,1,11
7405,2019,2,18
7405,2019,3,11
7405,2019,4,18
7406,2015,1,32
7406,2015,2,26
7406,2015,3,52
7406,2015,4,42
7406,2016,1,46
7406,2016,2,32
7406,2016,3,38
7406,2016,4,38
7406,2017,1,32
7406,2017,2,45
7406,2017,3,44
7406,2017,4,38
7406,2018,1,34
7406,2018,2,35
7406,2018,3,57
7406,2018,4,38
7406,2019,1,30
7406,2019,2,40
7406,2019,3,53
7406,2019,4,40
7407,2015,1,15
7407,2015,2,16
7407,2015,3,16
7407,2015,4,16
7407,2016,1,12
7407,2016,2,20
7407,2016,3,19
7407,2016,4,7
7407,2017,1,17
7407,2017,2,15
7407,2017,3,19
7407,2017,4,20
7407,2018,1,15
7407,2018,2,19
7407,2018,3,13
7407,2018,4,13
7407,2019,1,9
7407,2019,2,18
7407,2019,3,30
7407,2019,4,12
7408,2015,1,13
7408,2015,2,16
