CODIGO_COMUNA_RESIDENCIA,Year,Quarter,Mortality_Count
7408,2015,3,14
7408,2015,4,12
7408,2016,1,14
7408,2016,2,11
7408,2016,3,15
7408,2016,4,12
7408,2017,1,12
7408,2017,2,17
7408,2017,3,8
7408,2017,4,10
7408,2018,1,12
7408,2018,2,15
7408,2018,3,29
7408,2018,4,13
7408,2019,1,9
7408,2019,2,13
7408,2019,3,20
7408,2019,4,15
8101,2015,1,161
8101,2015,2,201
8101,2015,3,200
8101,2015,4,167
8101,2016,1,160
8101,2016,2,189
8101,2016,3,209
8101,2016,4,193
8101,2017,1,176
8101,2017,2,180
8101,2017,3,236
8101,2017,4,191
8101,2018,1,150
8101,2018,2,205
8101,2018,3,204
8101,2018,4,197
8101,2019,1,164
8101,2019,2,202
8101,2019,3,234
8101,2019,4,199
8102,2015,1,74
8102,2015,2,78
8102,2015,3,73
8102,2015,4,69
8102,2016,1,67
8102,2016,2,70
8102,2016,3,98
8102,2016,4,75
8102,2017,1,58
8102,2017,2,74
8102,2017,3,78
8102,2017,4,59
8102,2018,1,63
8102,2018,2,80
8102,2018,3,90
8102,2018,4,86
8102,2019,1,88
8102,2019,2,92
8102,2019,3,100
8102,2019,4,74
8103,2015,1,57
8103,2015,2,57
8103,2015,3,53
8103,2015,4,58
8103,2016,1,54
8103,2016,2,68
8103,2016,3,87
8103,2016,4,53
8103,2017,1,64
8103,2017,2,59
8103,2017,3,63
8103,2017,4,60
8103,2018,1,54
8103,2018,2,65
8103,2018,3,71
8103,2018,4,43
8103,2019,1,53
8103,2019,2,55
8103,2019,3,59
8103,2019,4,59
8104,2015,1,8
8104,2015,2,9
8104,2015,3,14
8104,2015,4,8
8104,2016,1,6
8104,2016,2,6
8104,2016,3,15
8104,2016,4,13
8104,2017,1,6
8104,2017,2,4
8104,2017,3,11
8104,2017,4,8
8104,2018,1,8
8104,2018,2,12
8104,2018,3,17
8104,2018,4,11
8104,2019,1,11
8104,2019,2,15
8104,2019,3,10
8104,2019,4,6
8105,2015,1,15
8105,2015,2,12
8105,2015,3,16
8105,2015,4,20
8105,2016,1,14
8105,2016,2,16
8105,2016,3,19
8105,2016,4,18
8105,2017,1,11
8105,2017,2,24
8105,2017,3,20
8105,2017,4,15
8105,2018,1,13
8105,2018,2,23
8105,2018,3,17
8105,2018,4,23
8105,2019,1,25
8105,2019,2,14
8105,2019,3,24
8105,2019,4,16
8106,2015,1,31
8106,2015,2,33
8106,2015,3,41
8106,2015,4,34
8106,2016,1,28
8106,2016,2,37
8106,2016,3,49
8106,2016,4,49
8106,2017,1,41
8106,2017,2,57
8106,2017,3,45
8106,2017,4,37
8106,2018,1,32
8106,2018,2,33
8106,2018,3,58
8106,2018,4,31
8106,2019,1,43
8106,2019,2,32
8106,2019,3,60
8106,2019,4,47
8107,2015,1,32
8107,2015,2,30
8107,2015,3,38
8107,2015,4,36
8107,2016,1,27
8107,2016,2,30
8107,2016,3,24
8107,2016,4,21
8107,2017,1,33
8107,2017,2,34
8107,2017,3,36
8107,2017,4,42
8107,2018,1,30
8107,2018,2,31
8107,2018,3,39
8107,2018,4,20
8107,2019,1,25
8107,2019,2,39
8107,2019,3,42
8107,2019,4,35
8108,2015,1,53
8108,2015,2,62
8108,2015,3,71
8108,2015,4,68
8108,2016,1,46
8108,2016,2,52
8108,2016,3,70
8108,2016,4,61
8108,2017,1,65
8108,2017,2,83
8108,2017,3,72
8108,2017,4,62
8108,2018,1,69
8108,2018,2,82
8108,2018,3,84
8108,2018,4,61
8108,2019,1,56
8108,2019,2,75
8108,2019,3,88
8108,2019,4,66
8109,2015,1,14
8109,2015,2,13
8109,2015,3,11
8109,2015,4,14
8109,2016,1,8
8109,2016,2,14
8109,2016,3,11
8109,2016,4,9
8109,2017,1,21
8109,2017,2,17
8109,2017,3,19
8109,2017,4,12
8109,2018,1,15
8109,2018,2,19
8109,2018,3,19
8109,2018,4,14
8109,2019,1,23
8109,2019,2,14
8109,2019,3,17
8109,2019,4,9
8110,2015,1,115
8110,2015,2,116
8110,2015,3,151
8110,2015,4,126
8110,2016,1,94
8110,2016,2,109
8110,2016,3,141
8110,2016,4,121
8110,2017,1,115
8110,2017,2,158
8110,2017,3,148
8110,2017,4,152
8110,2018,1,124
8110,2018,2,151
8110,2018,3,173
8110,2018,4,137
8110,2019,1,123
8110,2019,2,139
8110,2019,3,156
8110,2019,4,151
8111,2015,1,50
8111,2015,2,45
8111,2015,3,63
8111,2015,4,56
8111,2016,1,41
8111,2016,2,52
8111,2016,3,62
8111,2016,4,48
8111,2017,1,53
8111,2017,2,72
8111,2017,3,58
8111,2017,4,57
8111,2018,1,46
8111,2018,2,61
8111,2018,3,72
8111,2018,4,72
8111,2019,1,43
8111,2019,2,71
8111,2019,3,58
8111,2019,4,55
8112,2015,1,61
8112,2015,2,59
8112,2015,3,72
8112,2015,4,62
8112,2016,1,74
8112,2016,2,74
8112,2016,3,75
8112,2016,4,66
8112,2017,1,56
8112,2017,2,78
8112,2017,3,73
8112,2017,4,59
8112,2018,1,58
8112,2018,2,69
8112,2018,3,78
8112,2018,4,86
8112,2019,1,60
8112,2019,2,89
8112,2019,3,86
8112,2019,4,75
8201,2015,1,20
8201,2015,2,21
8201,2015,3,33
8201,2015,4,27
8201,2016,1,33
8201,2016,2,22
8201,2016,3,21
8201,2016,4,20
8201,2017,1,18
8201,2017,2,20
8201,2017,3,22
8201,2017,4,13
8201,2018,1,21
8201,2018,2,18
8201,2018,3,22
8201,2018,4,17
8201,2019,1,22
8201,2019,2,16
8201,2019,3,17
8201,2019,4,16
8202,2015,1,25
8202,2015,2,28
8202,2015,3,28
8202,2015,4,30
8202,2016,1,23
8202,2016,2,23
8202,2016,3,32
8202,2016,4,25
8202,2017,1,21
8202,2017,2,19
8202,2017,3,23
8202,2017,4,22
8202,2018,1,22
8202,2018,2,33
8202,2018,3,34
8202,2018,4,25
8202,2019,1,14
8202,2019,2,36
8202,2019,3,26
8202,2019,4,25
8203,2015,1,24
8203,2015,2,20
8203,2015,3,30
8203,2015,4,23
8203,2016,1,31
8203,2016,2,30
8203,2016,3,26
8203,2016,4,16
8203,2017,1,29
8203,2017,2,41
8203,2017,3,31
8203,2017,4,29
8203,2018,1,18
8203,2018,2,28
8203,2018,3,25
8203,2018,4,22
8203,2019,1,26
8203,2019,2,34
8203,2019,3,35
8203,2019,4,33
8204,2015,1,6
8204,2015,2,5
8204,2015,3,6
8204,2015,4,4
8204,2016,1,3
8204,2016,2,1
8204,2016,3,5
8204,2016,4,8
8204,2017,1,6
8204,2017,2,6
8204,2017,3,9
8204,2017,4,8
8204,2018,1,8
8204,2018,2,4
8204,2018,3,11
8204,2018,4,8
8204,2019,1,5
8204,2019,2,2
8204,2019,3,2
8204,2019,4,7
8205,2015,1,15
8205,2015,2,18
8205,2015,3,26
8205,2015,4,23
8205,2016,1,33
8205,2016,2,20
8205,2016,3,26
8205,2016,4,26
8205,2017,1,22
8205,2017,2,29
8205,2017,3,28
8205,2017,4,28
8205,2018,1,23
8205,2018,2,30
8205,2018,3,25
8205,2018,4,28
8205,2019,1,20
8205,2019,2,32
8205,2019,3,29
8205,2019,4,25
8206,2015,1,14
8206,2015,2,12
8206,2015,3,15
8206,2015,4,17
8206,2016,1,15
8206,2016,2,22
8206,2016,3,13
8206,2016,4,21
8206,2017,1,8
8206,2017,2,25
8206,2017,3,18
8206,2017,4,17
8206,2018,1,17
8206,2018,2,27
8206,2018,3,25
8206,2018,4,22
8206,2019,1,19
8206,2019,2,12
8206,2019,3,11
8206,2019,4,20
8207,2015,1,4
8207,2015,2,7
8207,2015,3,8
8207,2015,4,6
8207,2016,1,1
8207,2016,2,6
8207,2016,3,5
8207,2016,4,7
8207,2017,1,5
8207,2017,2,5
8207,2017,3,8
8207,2017,4,6
8207,2018,1,3
8207,2018,2,12
8207,2018,3,8
8207,2018,4,9
8207,2019,1,5
8207,2019,2,6
8207,2019,3,14
8207,2019,4,5
8301,2015,1,114
8301,2015,2,138
8301,2015,3,129
8301,2015,4,133
8301,2016,1,127
8301,2016,2,146
8301,2016,3,173
8301,2016,4,157
8301,2017,1,123
8301,2017,2,162
8301,2017,3,167
8301,2017,4,158
8301,2018,1,124
8301,2018,2,165
8301,2018,3,168
8301,2018,4,171
8301,2019,1,140
8301,2019,2,172
8301,2019,3,181
8301,2019,4,140
8302,2015,1,1
8302,2015,2,7
8302,2015,3,3
8302,2015,4,5
8302,2016,1,3
8302,2016,2,5
8302,2016,3,5
8302,2016,4,2
8302,2017,1,5
8302,2017,2,1
8302,2017,3,6
8302,2017,4,4
8302,2018,1,1
8302,2018,2,7
8302,2018,3,8
8302,2018,4,5
8302,2019,1,1
8302,2019,2,4
8302,2019,3,6
8302,2019,4,6
8303,2015,1,23
8303,2015,2,15
8303,2015,3,26
8303,2015,4,16
8303,2016,1,10
8303,2016,2,23
8303,2016,3,25
8303,2016,4,17
8303,2017,1,17
8303,2017,2,27
8303,2017,3,35
8303,2017,4,28
8303,2018,1,15
8303,2018,2,24
8303,2018,3,29
8303,2018,4,20
8303,2019,1,20
8303,2019,2,24
8303,2019,3,30
8303,2019,4,17
8304,2015,1,22
8304,2015,2,16
8304,2015,3,25
8304,2015,4,12
8304,2016,1,14
8304,2016,2,18
8304,2016,3,33
8304,2016,4,23
8304,2017,1,22
8304,2017,2,23
8304,2017,3,18
8304,2017,4,19
8304,2018,1,16
8304,2018,2,21
8304,2018,3,26
8304,2018,4,15
8304,2019,1,24
8304,2019,2,14
8304,2019,3,16
8304,2019,4,17
8305,2015,1,20
8305,2015,2,30
8305,2015,3,28
8305,2015,4,25
8305,2016,1,10
8305,2016,2,19
8305,2016,3,35
8305,2016,4,31
8305,2017,1,27
8305,2017,2,37
8305,2017,3,22
8305,2017,4,32
8305,2018,1,22
8305,2018,2,35
8305,2018,3,40
8305,2018,4,34
8305,2019,1,26
8305,2019,2,23
8305,2019,3,32
8305,2019,4,25
8306,2015,1,21
8306,2015,2,21
8306,2015,3,22
8306,2015,4,14
8306,2016,1,17
8306,2016,2,27
8306,2016,3,30
8306,2016,4,25
8306,2017,1,15
8306,2017,2,23
8306,2017,3,24
8306,2017,4,23
8306,2018,1,19
8306,2018,2,25
8306,2018,3,24
8306,2018,4,21
8306,2019,1,22
8306,2019,2,26
8306,2019,3,24
8306,2019,4,23
8307,2015,1,11
8307,2015,2,5
8307,2015,3,10
8307,2015,4,9
8307,2016,1,7
8307,2016,2,6
8307,2016,3,12
8307,2016,4,5
8307,2017,1,5
8307,2017,2,7
8307,2017,3,11
8307,2017,4,10
8307,2018,1,12
8307,2018,2,5
8307,2018,3,17
8307,2018,4,8
8307,2019,1,9
8307,2019,2,4
8307,2019,3,11
8307,2019,4,11
8308,2015,1,5
8308,2015,2,1
8308,2015,3,8
8308,2015,4,6
8308,2016,1,5
8308,2016,2,6
8308,2016,3,4
8308,2016,4,1
8308,2017,1,7
8308,2017,2,3
8308,2017,3,5
8308,2017,4,5
8308,2018,1,6
8308,2018,2,3
8308,2018,3,3
8308,2018,4,2
8308,2019,1,5
8308,2019,2,7
8308,2019,3,9
8308,2019,4,6
8309,2015,1,7
8309,2015,2,8
8309,2015,3,18
8309,2015,4,15
8309,2016,1,8
8309,2016,2,9
8309,2016,3,9
8309,2016,4,11
8309,2017,1,7
8309,2017,2,11
8309,2017,3,13
8309,2017,4,8
8309,2018,1,9
8309,2018,2,11
8309,2018,3,8
8309,2018,4,11
8309,2019,1,5
8309,2019,2,7
8309,2019,3,11
8309,2019,4,12
8310,2015,1,1
8310,2015,2,7
8310,2015,3,2
8310,2016,1,2
8310,2016,2,4
8310,2016,3,4
8310,2016,4,6
8310,2017,1,2
8310,2017,2,5
8310,2017,3,2
8310,2017,4,4
8310,2018,1,3
8310,2018,2,2
8310,2018,3,4
8310,2018,4,5
8310,2019,1,2
8310,2019,2,2
8310,2019,3,6
8310,2019,4,9
8311,2015,1,10
8311,2015,2,20
8311,2015,3,11
8311,2015,4,19
8311,2016,1,19
8311,2016,2,17
8311,2016,3,15
8311,2016,4,11
8311,2017,1,13
8311,2017,2,20
8311,2017,3,12
8311,2017,4,11
8311,2018,1,15
8311,2018,2,16
8311,2018,3,22
8311,2018,4,10
8311,2019,1,13
8311,2019,2,7
8311,2019,3,9
8311,2019,4,19
8312,2015,1,14
8312,2015,2,19
8312,2015,3,24
8312,2015,4,16
8312,2016,1,13
8312,2016,2,17
8312,2016,3,15
8312,2016,4,14
8312,2017,1,24
8312,2017,2,15
8312,2017,3,16
8312,2017,4,24
8312,2018,1,13
8312,2018,2,17
8312,2018,3,21
8312,2018,4,9
8312,2019,1,19
8312,2019,2,10
8312,2019,3,20
8312,2019,4,18
8313,2015,1,17
8313,2015,2,15
8313,2015,3,25
8313,2015,4,19
8313,2016,1,19
8313,2016,2,17
8313,2016,3,29
8313,2016,4,12
8313,2017,1,22
8313,2017,2,28
8313,2017,3,22
8313,2017,4,19
8313,2018,1,16
8313,2018,2,26
8313,2018,3,25
8313,2018,4,28
8313,2019,1,20
8313,2019,2,30
8313,2019,3,20
8313,2019,4,26
8314,2015,1,2
8314,2015,2,2
8314,2015,3,1
8314,2015,4,5
8314,2016,1,6
8314,2016,2,2
8314,2016,3,3
8314,2016,4,3
8314,2017,1,3
8314,2017,2,2
8314,2017,3,4
8314,2017,4,1
8314,2018,1,2
8314,2018,3,8
8314,2018,4,1
8314,2019,1,1
8314,2019,2,3
8314,2019,3,6
8314,2019,4,2
9101,2015,1,195
9101,2015,2,218
9101,2015,3,227
9101,2015,4,224
9101,2016,1,178
9101,2016,2,197
9101,2016,3,232
9101,2016,4,166
9101,2017,1,197
9101,2017,2,220
9101,2017,3,248
9101,2017,4,208
9101,2018,1,187
9101,2018,2,223
9101,2018,3,265
9101,2018,4,210
9101,2019,1,212
9101,2019,2,261
9101,2019,3,250
9101,2019,4,234
9102,2015,1,27
9102,2015,2,19
9102,2015,3,30
9102,2015,4,25
9102,2016,1,19
9102,2016,2,27
9102,2016,3,26
9102,2016,4,18
9102,2017,1,29
9102,2017,2,25
9102,2017,3,28
9102,2017,4,25
9102,2018,1,23
9102,2018,2,26
9102,2018,3,31
9102,2018,4,16
9102,2019,1,22
9102,2019,2,26
9102,2019,3,25
9102,2019,4,27
9103,2015,1,25
9103,2015,2,23
9103,2015,3,28
9103,2015,4,15
9103,2016,1,21
9103,2016,2,24
9103,2016,3,18
9103,2016,4,16
9103,2017,1,11
9103,2017,2,32
9103,2017,3,30
9103,2017,4,21
9103,2018,1,25
9103,2018,2,20
9103,2018,3,21
9103,2018,4,14
9103,2019,1,21
9103,2019,2,19
9103,2019,3,28
9103,2019,4,20
9104,2015,1,9
9104,2015,2,3
9104,2015,3,4
9104,2015,4,3
9104,2016,1,6
9104,2016,2,10
9104,2016,3,4
9104,2016,4,5
9104,2017,1,10
9104,2017,2,10
9104,2017,3,11
9104,2017,4,5
9104,2018,1,6
9104,2018,2,7
9104,2018,3,7
9104,2018,4,6
9104,2019,1,5
9104,2019,2,2
9104,2019,3,8
9104,2019,4,5
9105,2015,1,21
9105,2015,2,24
9105,2015,3,30
9105,2015,4,30
9105,2016,1,29
9105,2016,2,34
9105,2016,3,27
9105,2016,4,22
9105,2017,1,24
9105,2017,2,21
9105,2017,3,24
9105,2017,4,27
9105,2018,1,16
9105,2018,2,20
9105,2018,3,28
9105,2018,4,18
9105,2019,1,17
9105,2019,2,21
9105,2019,3,27
9105,2019,4,27
9106,2015,1,10
9106,2015,2,10
9106,2015,3,10
9106,2015,4,11
9106,2016,1,13
9106,2016,2,22
9106,2016,3,12
9106,2016,4,6
9106,2017,1,14
9106,2017,2,15
9106,2017,3,27
9106,2017,4,15
9106,2018,1,16
9106,2018,2,8
9106,2018,3,20
9106,2018,4,11
9106,2019,1,7
9106,2019,2,13
9106,2019,3,7
9106,2019,4,13
9107,2015,1,13
9107,2015,2,22
9107,2015,3,20
9107,2015,4,18
9107,2016,1,10
9107,2016,2,17
9107,2016,3,25
9107,2016,4,19
9107,2017,1,7
9107,2017,2,22
9107,2017,3,23
9107,2017,4,17
9107,2018,1,14
9107,2018,2,18
9107,2018,3,29
9107,2018,4,14
9107,2019,1,20
9107,2019,2,16
9107,2019,3,28
9107,2019,4,29
9108,2015,1,33
9108,2015,2,24
9108,2015,3,32
9108,2015,4,32
9108,2016,1,30
9108,2016,2,27
9108,2016,3,28
9108,2016,4,24
9108,2017,1,20
9108,2017,2,42
9108,2017,3,37
9108,2017,4,35
9108,2018,1,26
9108,2018,2,28
9108,2018,3,34
9108,2018,4,38
9108,2019,1,24
9108,2019,2,32
9108,2019,3,39
9108,2019,4,28
9109,2015,1,32
9109,2015,2,17
9109,2015,3,38
9109,2015,4,20
9109,2016,1,17
9109,2016,2,34
9109,2016,3,35
9109,2016,4,35
9109,2017,1,20
9109,2017,2,23
9109,2017,3,36
9109,2017,4,22
9109,2018,1,28
9109,2018,2,27
9109,2018,3,23
9109,2018,4,26
9109,2019,1,14
9109,2019,2,26
9109,2019,3,27
9109,2019,4,16
9110,2015,1,10
9110,2015,2,7
9110,2015,3,10
9110,2015,4,3
9110,2016,1,10
9110,2016,2,10
9110,2016,3,6
9110,2016,4,9
9110,2017,1,6
9110,2017,2,7
9110,2017,3,8
9110,2017,4,10
9110,2018,1,7
9110,2018,2,6
9110,2018,3,8
9110,2018,4,6
9110,2019,1,10
9110,2019,2,9
9110,2019,3,6
9110,2019,4,11
9111,2015,1,32
9111,2015,2,40
9111,2015,3,45
9111,2015,4,34
9111,2016,1,33
9111,2016,2,26
9111,2016,3,43
9111,2016,4,41
9111,2017,1,27
9111,2017,2,47
9111,2017,3,36
9111,2017,4,33
9111,2018,1,31
9111,2018,2,40
9111,2018,3,47
9111,2018,4,28
9111,2019,1,41
9111,2019,2,50
9111,2019,3,49
9111,2019,4,25
9112,2015,1,33
9112,2015,2,46
9112,2015,3,47
9112,2015,4,45
9112,2016,1,41
9112,2016,2,52
9112,2016,3,71
9112,2016,4,50
9112,2017,1,42
9112,2017,2,57
9112,2017,3,49
9112,2017,4,47
9112,2018,1,51
9112,2018,2,54
9112,2018,3,65
9112,2018,4,44
9112,2019,1,49
9112,2019,2,62
9112,2019,3,56
9112,2019,4,50
9113,2015,1,3
9113,2015,2,5
9113,2015,3,6
9113,2015,4,2
9113,2016,1,3
9113,2016,2,6
9113,2016,3,7
9113,2016,4,5
9113,2017,1,5
9113,2017,2,6
9113,2017,3,4
9113,2017,4,2
9113,2018,1,5
9113,2018,2,8
9113,2018,3,13
9113,2018,4,5
9113,2019,1,9
9113,2019,2,7
9113,2019,3,7
9113,2019,4,7
9114,2015,1,22
9114,2015,2,22
9114,2015,3,26
9114,2015,4,25
9114,2016,1,17
9114,2016,2,29
9114,2016,3,39
9114,2016,4,17
9114,2017,1,15
9114,2017,2,35
9114,2017,3,23
9114,2017,4,22
9114,2018,1,31
9114,2018,2,25
9114,2018,3,40
9114,2018,4,23
9114,2019,1,23
9114,2019,2,28
9114,2019,3,38
9114,2019,4,43
9115,2015,1,13
9115,2015,2,11
9115,2015,3,19
9115,2015,4,19
9115,2016,1,23
9115,2016,2,12
9115,2016,3,24
9115,2016,4,15
9115,2017,1,19
9115,2017,2,17
9115,2017,3,21
9115,2017,4,19
9115,2018,1,17
9115,2018,2,23
9115,2018,3,22
9115,2018,4,21
9115,2019,1,14
9115,2019,2,26
9115,2019,3,24
9115,2019,4,28
9116,2015,1,13
9116,2015,2,18
9116,2015,3,20
9116,2015,4,10
9116,2016,1,19
9116,2016,2,16
9116,2016,3,24
9116,2016,4,29
9116,2017,1,14
9116,2017,2,15
9116,2017,3,29
9116,2017,4,13
9116,2018,1,24
9116,2018,2,17
9116,2018,3,16
9116,2018,4,16
9116,2019,1,16
9116,2019,2,13
9116,2019,3,16
9116,2019,4,11
9117,2015,1,18
9117,2015,2,19
9117,2015,3,20
9117,2015,4,17
9117,2016,1,10
9117,2016,2,12
9117,2016,3,19
9117,2016,4,18
9117,2017,1,15
9117,2017,2,18
9117,2017,3,17
9117,2017,4,13
9117,2018,1,14
9117,2018,2,17
9117,2018,3,18
9117,2018,4,19
9117,2019,1,17
9117,2019,2,27
9117,2019,3,18
9117,2019,4,21
9118,2015,1,11
9118,2015,2,13
9118,2015,3,12
9118,2015,4,14
9118,2016,1,11
9118,2016,2,18
9118,2016,3,18
9118,2016,4,14
9118,2017,1,4
9118,2017,2,11
9118,2017,3,20
9118,2017,4,8
9118,2018,1,7
9118,2018,2,6
9118,2018,3,16
9118,2018,4,9
9118,2019,1,11
9118,2019,2,13
9118,2019,3,17
9118,2019,4,13
9119,2015,1,21
9119,2015,2,26
9119,2015,3,23
9119,2015,4,13
9119,2016,1,16
9119,2016,2,20
9119,2016,3,23
9119,2016,4,23
9119,2017,1,16
9119,2017,2,17
9119,2017,3,30
9119,2017,4,16
9119,2018,1,22
9119,2018,2,32
9119,2018,3,26
9119,2018,4,15
9119,2019,1,26
9119,2019,2,30
9119,2019,3,18
9119,2019,4,16
9120,2015,1,35
9120,2015,2,51
9120,2015,3,57
9120,2015,4,45
9120,2016,1,44
9120,2016,2,41
9120,2016,3,41
9120,2016,4,38
9120,2017,1,41
9120,2017,2,34
9120,2017,3,62
9120,2017,4,29
9120,2018,1,55
9120,2018,2,40
9120,2018,3,52
9120,2018,4,42
9120,2019,1,46
9120,2019,2,52
9120,2019,3,55
9120,2019,4,44
9121,2015,1,14
9121,2015,2,10
9121,2015,3,11
9121,2015,4,12
9121,2016,1,5
9121,2016,2,8
9121,2016,3,12
9121,2016,4,12
9121,2017,1,15
9121,2017,2,12
9121,2017,3,15
9121,2017,4,15
9121,2018,1,13
9121,2018,2,19
9121,2018,3,20
9121,2018,4,8
9121,2019,1,9
9121,2019,2,16
9121,2019,3,15
9121,2019,4,16
9201,2015,1,37
9201,2015,2,51
9201,2015,3,49
9201,2015,4,47
9201,2016,1,46
9201,2016,2,46
9201,2016,3,61
9201,2016,4,54
9201,2017,1,44
9201,2017,2,76
9201,2017,3,57
9201,2017,4,47
9201,2018,1,49
9201,2018,2,48
9201,2018,3,63
9201,2018,4,50
9201,2019,1,47
9201,2019,2,48
9201,2019,3,49
9201,2019,4,67
9202,2015,1,19
9202,2015,2,24
9202,2015,3,15
9202,2015,4,20
9202,2016,1,18
9202,2016,2,21
9202,2016,3,25
9202,2016,4,16
9202,2017,1,11
9202,2017,2,19
9202,2017,3,32
9202,2017,4,22
9202,2018,1,10
9202,2018,2,18
9202,2018,3,30
9202,2018,4,12
9202,2019,1,22
9202,2019,2,24
9202,2019,3,27
9202,2019,4,22
9203,2015,1,8
9203,2015,2,23
9203,2015,3,25
9203,2015,4,12
9203,2016,1,11
9203,2016,2,24
9203,2016,3,13
9203,2016,4,22
9203,2017,1,15
9203,2017,2,19
9203,2017,3,25
9203,2017,4,14
9203,2018,1,15
9203,2018,2,17
9203,2018,3,25
9203,2018,4,19
9203,2019,1,26
9203,2019,2,16
9203,2019,3,14
9203,2019,4,23
9204,2015,1,6
9204,2015,2,2
9204,2015,3,6
9204,2015,4,8
9204,2016,1,5
9204,2016,2,7
9204,2016,3,7
9204,2016,4,9
9204,2017,1,6
9204,2017,2,15
9204,2017,3,12
9204,2017,4,7
9204,2018,1,6
9204,2018,2,5
9204,2018,3,9
9204,2018,4,7
9204,2019,1,9
9204,2019,2,14
9204,2019,3,10
9204,2019,4,9
9205,2015,1,5
9205,2015,2,5
9205,2015,3,5
9205,2015,4,6
9205,2016,1,7
9205,2016,2,4
9205,2016,3,5
9205,2016,4,11
9205,2017,1,9
9205,2017,2,10
9205,2017,3,9
9205,2017,4,10
9205,2018,1,7
9205,2018,2,8
9205,2018,3,11
9205,2018,4,5
9205,2019,1,8
9205,2019,2,5
9205,2019,3,8
9205,2019,4,13
9206,2015,1,4
9206,2015,2,8
9206,2015,3,10
9206,2015,4,4
9206,2016,1,4
9206,2016,2,7
9206,2016,3,10
9206,2016,4,8
9206,2017,1,8
9206,2017,2,12
9206,2017,3,9
9206,2017,4,8
9206,2018,1,11
9206,2018,2,9
9206,2018,3,3
9206,2018,4,7
9206,2019,1,13
9206,2019,2,13
9206,2019,3,14
9206,2019,4,7
9207,2015,1,11
9207,2015,2,6
9207,2015,3,9
9207,2015,4,9
9207,2016,1,5
9207,2016,2,6
9207,2016,3,12
9207,2016,4,5
9207,2017,1,9
9207,2017,2,11
9207,2017,3,5
9207,2017,4,9
9207,2018,1,2
9207,2018,2,17
9207,2018,3,5
9207,2018,4,12
9207,2019,1,9
9207,2019,2,6
9207,2019,3,9
9207,2019,4,10
9208,2015,1,11
9208,2015,2,19
9208,2015,3,15
9208,2015,4,12
9208,2016,1,6
9208,2016,2,10
9208,2016,3,12
9208,2016,4,13
9208,2017,1,11
9208,2017,2,19
9208,2017,3,15
9208,2017,4,12
9208,2018,1,8
9208,2018,2,14
9208,2018,3,13
9208,2018,4,11
9208,2019,1,19
9208,2019,2,14
9208,2019,3,14
9208,2019,4,12
9209,2015,1,6
9209,2015,2,11
9209,2015,3,8
9209,2015,4,8
9209,2016,1,11
9209,2016,2,7
9209,2016,3,17
9209,2016,4,8
9209,2017,1,7
9209,2017,2,6
9209,2017,3,9
9209,2017,4,8
9209,2018,1,3
9209,2018,2,7
9209,2018,3,11
9209,2018,4,5
9209,2019,1,8
9209,2019,2,5
9209,2019,3,12
9209,2019,4,9
9210,2015,1,21
9210,2015,2,20
9210,2015,3,28
9210,2015,4,26
9210,2016,1,24
9210,2016,2,37
9210,2016,3,34
9210,2016,4,26
9210,2017,1,28
9210,2017,2,32
9210,2017,3,35
9210,2017,4,19
9210,2018,1,19
9210,2018,2,19
9210,2018,3,33
9210,2018,4,28
9210,2019,1,26
9210,2019,2,21
9210,2019,3,38
9210,2019,4,27
9211,2015,1,36
9211,2015,2,35
9211,2015,3,49
9211,2015,4,24
9211,2016,1,35
9211,2016,2,51
9211,2016,3,46
9211,2016,4,34
9211,2017,1,30
9211,2017,2,38
9211,2017,3,40
9211,2017,4,32
9211,2018,1,32
9211,2018,2,43
9211,2018,3,43
9211,2018,4,38
9211,2019,1,25
9211,2019,2,40
9211,2019,3,31
9211,2019,4,46
10101,2015,1,113
10101,2015,2,125
10101,2015,3,129
10101,2015,4,159
10101,2016,1,101
10101,2016,2,122
10101,2016,3,142
10101,2016,4,127
10101,2017,1,130
10101,2017,2,146
10101,2017,3,137
10101,2017,4,141
10101,2018,1,125
10101,2018,2,130
10101,2018,3,164
10101,2018,4,147
10101,2019,1,116
10101,2019,2,133
10101,2019,3,145
10101,2019,4,124
10102,2015,1,25
10102,2015,2,18
10102,2015,3,41
10102,2015,4,42
10102,2016,1,22
10102,2016,2,30
10102,2016,3,27
