"region";"province";"commune";"site";"longitude";"latitude";"year";"pollutant";"value";"n";"completeness"
"VI";"Colchagua";"San Fernando";"San Fernando";-70.9896709012778;-34.5798816256345;2021;"mp2.5";22.9602272727273;352;96.4383561643836
"VI";"Colchagua";"San Fernando";"San Fernando";-70.9896709012778;-34.5798816256345;2022;"mp2.5";22.9220055710306;359;98.3561643835616
"VII";"Cauquenes";"Cauquenes";"Cauquenes Sivica";-72.3170153395423;-35.9645065895232;2021;"mp2.5";21.1899641577061;279;76.4383561643836
"VII";"Cauquenes";"Cauquenes";"Cauquenes Sivica";-72.3170153395423;-35.9645065895232;2022;"mp2.5";16.1309192200557;359;98.3561643835616
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2015;"mp2.5";25.0000656707317;328;89.8630136986301
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2016;"mp2.5";28.4626548587571;354;96.986301369863
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2017;"mp2.5";24.7724352908587;361;98.9041095890411
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2018;"mp2.5";23.4285714285714;357;97.8082191780822
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2019;"mp2.5";24.7305555555556;360;98.6301369863014
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2020;"mp2.5";22.5842696629213;356;97.5342465753425
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2021;"mp2.5";26.1977715877437;359;98.3561643835616
"VII";"Curicó";"Curicó";"Curicó";-71.2339541819121;-34.9749435787699;2022;"mp2.5";22.6516853932584;356;97.5342465753425
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2016;"mp2.5";31.8875385555556;360;98.6301369863014
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2017;"mp2.5";28.1669817927171;357;97.8082191780822
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2018;"mp2.5";30.0388888888889;360;98.6301369863014
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2019;"mp2.5";28.1055555555556;360;98.6301369863014
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2020;"mp2.5";27.2039660056657;353;96.7123287671233
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2021;"mp2.5";30;359;98.3561643835616
"VII";"Linares";"Linares";"Linares";-71.5928744623123;-35.8369692862414;2022;"mp2.5";25.9603399433428;353;96.7123287671233
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2015;"mp2.5";31.9653466575342;365;100
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2016;"mp2.5";29.2967016147309;353;96.7123287671233
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2017;"mp2.5";24.5107472492837;349;95.6164383561644
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2018;"mp2.5";28.3296089385475;358;98.0821917808219
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2019;"mp2.5";23.9775280898876;356;97.5342465753425
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2020;"mp2.5";26.3509749303621;359;98.3561643835616
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2021;"mp2.5";30.0831024930748;361;98.9041095890411
"VII";"Talca";"Talca";"La Florida-Talca";-71.6781188939112;-35.4352233439442;2022;"mp2.5";24.2944444444444;360;98.6301369863014
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2015;"mp2.5";23.1619213649025;359;98.3561643835616
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2016;"mp2.5";19.8274685082873;362;99.1780821917808
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2017;"mp2.5";20.2726485269122;353;96.7123287671233
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2018;"mp2.5";19.9189944134078;358;98.0821917808219
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2019;"mp2.5";19.9025069637883;359;98.3561643835616
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2020;"mp2.5";16.86;350;95.8904109589041
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2021;"mp2.5";20.9860335195531;358;98.0821917808219
"VII";"Talca";"Talca";"U.C. Maule";-71.6194679090692;-35.4357717479047;2022;"mp2.5";17.2805555555556;360;98.6301369863014
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2015;"mp2.5";18.6373506353591;362;99.1780821917808
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2016;"mp2.5";18.9664319553073;358;98.0821917808219
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2017;"mp2.5";16.6383499713467;349;95.6164383561644
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2018;"mp2.5";17.6963788300836;359;98.3561643835616
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2019;"mp2.5";17.1;350;95.8904109589041
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2020;"mp2.5";15.1833333333333;360;98.6301369863014
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2021;"mp2.5";17.4736842105263;361;98.9041095890411
"VII";"Talca";"Talca";"Universidad de Talca";-71.6332531371338;-35.4065738907982;2022;"mp2.5";15.1866295264624;359;98.3561643835616
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2017;"mp2.5";35.6206287679083;349;95.6164383561644
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2018;"mp2.5";26.4453781512605;357;97.8082191780822
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2019;"mp2.5";22.3248587570621;354;96.986301369863
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2020;"mp2.5";17.4730878186969;353;96.7123287671233
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2021;"mp2.5";21.0842696629213;356;97.5342465753425
"VIII";"Arauco";"Curanilahue";"Balneario Curanilahue";-73.3316080408324;-37.4851231645302;2022;"mp2.5";20.4145658263305;357;97.8082191780822
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2015;"mp2.5";29.0968715277778;360;98.6301369863014
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2016;"mp2.5";33.2934567403315;362;99.1780821917808
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2017;"mp2.5";28.3069388547486;358;98.0821917808219
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2018;"mp2.5";35.0389972144847;359;98.3561643835616
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2019;"mp2.5";30.0169971671388;353;96.7123287671233
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2020;"mp2.5";27.0257142857143;350;95.8904109589041
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2021;"mp2.5";27.5742296918768;357;97.8082191780822
"VIII";"Biobío";"Los Angeles";"21 de mayo";-72.3614706575401;-37.4711911170902;2022;"mp2.5";24.9556786703601;361;98.9041095890411
"VIII";"Biobío";"Los Angeles";"Los Ángeles Oriente";-72.3245517336468;-37.4630883867487;2015;"mp2.5";31.3639966101695;295;80.8219178082192
"VIII";"Biobío";"Los Angeles";"Los Ángeles Oriente";-72.3245517336468;-37.4630883867487;2019;"mp2.5";15.4126074498567;349;95.6164383561644
"VIII";"Biobío";"Los Angeles";"Los Ángeles Oriente";-72.3245517336468;-37.4630883867487;2020;"mp2.5";13.8232044198895;362;99.1780821917808
"VIII";"Biobío";"Los Angeles";"Los Ángeles Oriente";-72.3245517336468;-37.4630883867487;2021;"mp2.5";13.3938547486034;358;98.0821917808219
"VIII";"Biobío";"Los Angeles";"Los Ángeles Oriente";-72.3245517336468;-37.4630883867487;2022;"mp2.5";12.3183098591549;355;97.2602739726027
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2016;"mp2.5";11.3905653097345;339;92.8767123287671
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2017;"mp2.5";16.7472525513196;341;93.4246575342466
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2018;"mp2.5";15.9798270893372;347;95.0684931506849
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2019;"mp2.5";17.7142857142857;357;97.8082191780822
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2020;"mp2.5";16.7569060773481;362;99.1780821917808
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2021;"mp2.5";17.3059490084986;353;96.7123287671233
"VIII";"Concepción";"Chiguayante";"Punteras";-73.03612288871;-36.9233163145735;2022;"mp2.5";15.9161849710983;346;94.7945205479452
"VIII";"Concepción";"Concepción";"Kingston College";-73.0520618128262;-36.7846497460433;2018;"mp2.5";19.3352435530086;349;95.6164383561644
"VIII";"Concepción";"Concepción";"Kingston College";-73.0520618128262;-36.7846497460433;2019;"mp2.5";14.682320441989;362;99.1780821917808
"VIII";"Concepción";"Concepción";"Kingston College";-73.0520618128262;-36.7846497460433;2020;"mp2.5";13.6786703601108;361;98.9041095890411
"VIII";"Concepción";"Concepción";"Kingston College";-73.0520618128262;-36.7846497460433;2021;"mp2.5";14.5635838150289;346;94.7945205479452
"VIII";"Concepción";"Concepción";"Kingston College";-73.0520618128262;-36.7846497460433;2022;"mp2.5";13.6694677871148;357;97.8082191780822
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2016;"mp2.5";18.183476685879;347;95.0684931506849
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2017;"mp2.5";19.9980978932584;356;97.5342465753425
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2018;"mp2.5";17.9739884393064;346;94.7945205479452
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2019;"mp2.5";11.6101694915254;354;96.986301369863
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2020;"mp2.5";17.9859550561798;356;97.5342465753425
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2021;"mp2.5";18.195530726257;358;98.0821917808219
"VIII";"Concepción";"Coronel";"Cerro Merquín";-73.1495612649135;-37.0211914819976;2022;"mp2.5";14.9025787965616;349;95.6164383561644
"VIII";"Concepción";"Hualqui";"Hualqui";-72.9319425105152;-36.9774904060896;2017;"mp2.5";21.7448993209877;324;88.7671232876712
"VIII";"Concepción";"Hualqui";"Hualqui";-72.9319425105152;-36.9774904060896;2019;"mp2.5";21.5255681818182;352;96.4383561643836
"VIII";"Concepción";"Hualqui";"Hualqui";-72.9319425105152;-36.9774904060896;2020;"mp2.5";19.228813559322;354;96.986301369863
"VIII";"Concepción";"Hualqui";"Hualqui";-72.9319425105152;-36.9774904060896;2021;"mp2.5";21.9798270893372;347;95.0684931506849
"VIII";"Concepción";"Hualqui";"Hualqui";-72.9319425105152;-36.9774904060896;2022;"mp2.5";20.1643454038997;359;98.3561643835616
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2017;"mp2.5";20.6492282882883;333;91.2328767123288
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2018;"mp2.5";24.9014598540146;274;75.0684931506849
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2019;"mp2.5";21.1671309192201;359;98.3561643835616
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2020;"mp2.5";19.9916201117318;358;98.0821917808219
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2021;"mp2.5";21.0533707865169;356;97.5342465753425
"VIII";"Concepción";"Talcahuano";"Consultorio - San Vicente";-73.1236949146001;-36.7236901618213;2022;"mp2.5";17.9111111111111;360;98.6301369863014
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2017;"mp2.5";13.0446609593023;344;94.2465753424658
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2018;"mp2.5";20.228323699422;346;94.7945205479452
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2019;"mp2.5";15.4901408450704;355;97.2602739726027
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2020;"mp2.5";13.4553072625698;358;98.0821917808219
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2021;"mp2.5";16.1224489795918;343;93.972602739726
"VIII";"Concepción";"Tomé";"Liceo Polivalente";-72.95852150094;-36.601716047451;2022;"mp2.5";15.3659942363112;347;95.0684931506849
"X";"Llanquihue";"Puerto Montt";"Alerce";-72.899522781372;-41.399169537038;2018;"mp2.5";26.23598820059;339;92.8767123287671
"X";"Llanquihue";"Puerto Montt";"Alerce";-72.899522781372;-41.399169537038;2019;"mp2.5";27.0254237288136;354;96.986301369863
"X";"Llanquihue";"Puerto Montt";"Alerce";-72.899522781372;-41.399169537038;2020;"mp2.5";25.3135593220339;354;96.986301369863
"X";"Llanquihue";"Puerto Montt";"Alerce";-72.899522781372;-41.399169537038;2021;"mp2.5";25.3571428571429;350;95.8904109589041
"X";"Llanquihue";"Puerto Montt";"Alerce";-72.899522781372;-41.399169537038;2022;"mp2.5";27.042735042735;351;96.1643835616438
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2016;"mp2.5";26.9718230322581;310;84.9315068493151
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2017;"mp2.5";29.8590407692308;364;99.7260273972603
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2018;"mp2.5";23.1305555555556;360;98.6301369863014
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2019;"mp2.5";28.771676300578;346;94.7945205479452
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2020;"mp2.5";28.2659279778393;361;98.9041095890411
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2021;"mp2.5";23.9604519774011;354;96.986301369863
"X";"Llanquihue";"Puerto Montt";"Mirasol";-72.9688284796434;-41.4795290395201;2022;"mp2.5";28.8189655172414;348;95.3424657534246
"X";"Llanquihue";"Puerto Varas";"Puerto Varas";-72.9711189791496;-41.329893037124;2021;"mp2.5";32.1196581196581;351;96.1643835616438
"X";"Llanquihue";"Puerto Varas";"Puerto Varas";-72.9711189791496;-41.329893037124;2022;"mp2.5";37.5762711864407;354;96.986301369863
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2015;"mp2.5";35.1783938888889;342;93.6986301369863
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2016;"mp2.5";43.7812660344828;348;95.3424657534246
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2017;"mp2.5";37.0677277616279;344;94.2465753424658
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2018;"mp2.5";44.0893854748603;358;98.0821917808219
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2019;"mp2.5";33.8235294117647;357;97.8082191780822
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2020;"mp2.5";33.8642659279778;361;98.9041095890411
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2021;"mp2.5";36.1759776536313;358;98.0821917808219
"X";"Osorno";"Osorno";"Osorno";-73.1186654148085;-40.5844982474739;2022;"mp2.5";39.5933147632312;359;98.3561643835616
"XI";"Aysén";"Aysén";"Vialidad";-72.6874589442635;-45.4041830719139;2019;"mp2.5";23.1647398843931;346;94.7945205479452
"XI";"Aysén";"Aysén";"Vialidad";-72.6874589442635;-45.4041830719139;2020;"mp2.5";23.0497237569061;362;99.1780821917808
"XI";"Aysén";"Aysén";"Vialidad";-72.6874589442635;-45.4041830719139;2021;"mp2.5";23.1972222222222;360;98.6301369863014
"XI";"Aysén";"Aysén";"Vialidad";-72.6874589442635;-45.4041830719139;2022;"mp2.5";24.4709141274238;361;98.9041095890411
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2015;"mp2.5";52.7598040616246;357;97.8082191780822
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2016;"mp2.5";67.5847864804469;358;98.0821917808219
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2017;"mp2.5";45.2215875977654;358;98.0821917808219
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2018;"mp2.5";52.0863509749304;359;98.3561643835616
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2019;"mp2.5";39.4748603351955;358;98.0821917808219
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2020;"mp2.5";38.5056179775281;356;97.5342465753425
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2021;"mp2.5";34.0561797752809;356;97.5342465753425
"XI";"Coihaique";"Coyhaique";"Coyhaique";-72.0610848052617;-45.5799363589342;2022;"mp2.5";37.3613445378151;357;97.8082191780822
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2015;"mp2.5";46.4435198717949;312;85.4794520547945
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2016;"mp2.5";65.6844493593315;359;98.3561643835616
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2017;"mp2.5";51.0947262536023;347;95.0684931506849
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2018;"mp2.5";50.4285714285714;357;97.8082191780822
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2019;"mp2.5";41.9057142857143;350;95.8904109589041
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2020;"mp2.5";39.7285318559557;361;98.9041095890411
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2021;"mp2.5";37.3555555555556;360;98.6301369863014
"XI";"Coihaique";"Coyhaique";"Coyhaique II";-72.0499668121408;-45.5790464564684;2022;"mp2.5";41.808864265928;361;98.9041095890411
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2015;"mp2.5";5.01053848297214;323;88.4931506849315
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2016;"mp2.5";5.45222802120141;283;77.5342465753425
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2017;"mp2.5";5.44395283667622;349;95.6164383561644
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2018;"mp2.5";4.24507042253521;355;97.2602739726027
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2019;"mp2.5";4.60674157303371;356;97.5342465753425
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2020;"mp2.5";4.64425770308123;357;97.8082191780822
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2021;"mp2.5";4.30813953488372;344;94.2465753424658
"XII";"Magallanes";"Punta Arenas";"Punta Arenas";-70.9215067997816;-53.1583477998541;2022;"mp2.5";4.01666666666667;360;98.6301369863014
"XIV";"Ranco";"La Unión";"La Union";-73.076710459412;-40.286857441758;2019;"mp2.5";24.2658959537572;346;94.7945205479452
"XIV";"Ranco";"La Unión";"La Union";-73.076710459412;-40.286857441758;2020;"mp2.5";25.6084507042254;355;97.2602739726027
"XIV";"Ranco";"La Unión";"La Union";-73.076710459412;-40.286857441758;2021;"mp2.5";26.0027700831025;361;98.9041095890411
"XIV";"Ranco";"La Unión";"La Union";-73.076710459412;-40.286857441758;2022;"mp2.5";27.6920903954802;354;96.986301369863
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2015;"mp2.5";37.9416580857143;350;95.8904109589041
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2016;"mp2.5";40.9426730813953;344;94.2465753424658
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2017;"mp2.5";33.5849631623932;351;96.1643835616438
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2018;"mp2.5";37.6581920903955;354;96.986301369863
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2019;"mp2.5";29.9803370786517;356;97.5342465753425
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2020;"mp2.5";29.6657381615599;359;98.3561643835616
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2021;"mp2.5";26.7195467422096;353;96.7123287671233
"XIV";"Valdivia";"Valdivia";"Valdivia";-73.2284702731719;-39.831346661127;2022;"mp2.5";28.8811594202899;345;94.5205479452055
"XIV";"Valdivia";"Valdivia";"Valdivia 2";-73.2587212460245;-39.8055335644292;2019;"mp2.5";8.08169014084507;355;97.2602739726027
"XIV";"Valdivia";"Valdivia";"Valdivia 2";-73.2587212460245;-39.8055335644292;2020;"mp2.5";8.1376404494382;356;97.5342465753425
"XIV";"Valdivia";"Valdivia";"Valdivia 2";-73.2587212460245;-39.8055335644292;2021;"mp2.5";8.4185393258427;356;97.5342465753425
"XIV";"Valdivia";"Valdivia";"Valdivia 2";-73.2587212460245;-39.8055335644292;2022;"mp2.5";8.2877094972067;358;98.0821917808219
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2015;"mp2.5";13.3894199714286;350;95.8904109589041
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2016;"mp2.5";11.3402309537572;346;94.7945205479452
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2017;"mp2.5";11.8325257024793;363;99.4520547945205
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2018;"mp2.5";12.5101351351351;296;81.0958904109589
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2019;"mp2.5";11.1676646706587;334;91.5068493150685
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2020;"mp2.5";11.8333333333333;360;98.6301369863014
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2021;"mp2.5";11.4122562674095;359;98.3561643835616
"XV";"Arica";"Arica";"Arica";-70.2905492243254;-18.4835271781409;2022;"mp2.5";11.6360946745562;338;92.6027397260274
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2015;"mp2.5";28.6507442318841;345;94.5205479452055
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2018;"mp2.5";20.5459770114943;348;95.3424657534246
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2019;"mp2.5";14.7752808988764;356;97.5342465753425
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2020;"mp2.5";12.8194444444444;360;98.6301369863014
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2021;"mp2.5";20.7799442896936;359;98.3561643835616
"XVI";"Diguillín";"Chillán";"INIA, Chillán";-72.0893103884349;-36.5948398968339;2022;"mp2.5";16.187675070028;357;97.8082191780822
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2015;"mp2.5";31.8863468333333;360;98.6301369863014
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2016;"mp2.5";35.1917108450704;355;97.2602739726027
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2017;"mp2.5";34.0719850833333;360;98.6301369863014
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2018;"mp2.5";37.025069637883;359;98.3561643835616
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2019;"mp2.5";31.1232091690544;349;95.6164383561644
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2020;"mp2.5";26.3565459610028;359;98.3561643835616
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2021;"mp2.5";29.2612359550562;356;97.5342465753425
"XVI";"Diguillín";"Chillán";"Puren";-72.0930896791128;-36.6162177305052;2022;"mp2.5";25.9469273743017;358;98.0821917808219
"XVI";"Itata";"San Carlos";"San Carlos";-72.0698455639087;-36.5267751891327;2022;"mp2.5";21.3313069908815;329;90.1369863013699
